year,level,course,sex,enrolment_preu
1994,Pre-University 1,Science,MF,97.0
1994,Pre-University 1,Science,F,38.0
1994,Pre-University 1,Science,M,59.0
1994,Pre-University 2,Arts,MF,130.0
1994,Pre-University 2,Arts,F,81.0
1994,Pre-University 2,Arts,M,49.0
1994,Pre-University 2,Commerce,MF,925.0
1994,Pre-University 2,Commerce,F,635.0
1994,Pre-University 2,Commerce,M,290.0
1994,Pre-University 2,Science,MF,73.0
1994,Pre-University 2,Science,F,32.0
1994,Pre-University 2,Science,M,41.0
1994,Pre-University 3,Arts,MF,203.0
1994,Pre-University 3,Arts,F,144.0
1994,Pre-University 3,Arts,M,59.0
1994,Pre-University 3,Commerce,MF,1121.0
1994,Pre-University 3,Commerce,F,797.0
1994,Pre-University 3,Commerce,M,324.0
1994,Pre-University 3,Science,MF,158.0
1994,Pre-University 3,Science,F,65.0
1994,Pre-University 3,Science,M,93.0
1995,Junior College 1,Arts,MF,1278.0
1995,Junior College 1,Arts,F,885.0
1995,Junior College 1,Arts,M,393.0
1995,Junior College 1,Commerce,MF,2361.0
1995,Junior College 1,Commerce,F,1754.0
1995,Junior College 1,Commerce,M,607.0
1995,Junior College 1,Science,MF,6412.0
1995,Junior College 1,Science,F,2710.0
1995,Junior College 1,Science,M,3702.0
1995,Junior College 2,Arts,MF,1215.0
1995,Junior College 2,Arts,F,865.0
1995,Junior College 2,Arts,M,350.0
1995,Junior College 2,Commerce,MF,2046.0
1995,Junior College 2,Commerce,F,1504.0
1995,Junior College 2,Commerce,M,542.0
1995,Junior College 2,Science,MF,5808.0
1995,Junior College 2,Science,F,2411.0
1995,Junior College 2,Science,M,3397.0
1995,Pre-University 1,Arts,MF,65.0
1995,Pre-University 1,Arts,F,39.0
1995,Pre-University 1,Arts,M,26.0
1995,Pre-University 1,Commerce,MF,498.0
1995,Pre-University 1,Commerce,F,333.0
1995,Pre-University 1,Commerce,M,165.0
1995,Pre-University 1,Science,MF,48.0
1995,Pre-University 1,Science,F,25.0
1995,Pre-University 1,Science,M,23.0
1995,Pre-University 2,Arts,MF,105.0
1995,Pre-University 2,Arts,F,67.0
1995,Pre-University 2,Arts,M,38.0
1995,Pre-University 2,Commerce,MF,760.0
1995,Pre-University 2,Commerce,F,511.0
1995,Pre-University 2,Commerce,M,249.0
1995,Pre-University 2,Science,MF,61.0
1995,Pre-University 2,Science,F,25.0
1995,Pre-University 2,Science,M,36.0
1995,Pre-University 3,Arts,MF,123.0
1995,Pre-University 3,Arts,F,76.0
1995,Pre-University 3,Arts,M,47.0
1995,Pre-University 3,Commerce,MF,827.0
1995,Pre-University 3,Commerce,F,582.0
1995,Pre-University 3,Commerce,M,245.0
1995,Pre-University 3,Science,MF,83.0
1995,Pre-University 3,Science,F,35.0
1995,Pre-University 3,Science,M,48.0
1996,Junior College 1,Arts,MF,1375.0
1996,Junior College 1,Arts,F,965.0
1996,Junior College 1,Arts,M,410.0
1996,Junior College 1,Commerce,MF,2377.0
1996,Junior College 1,Commerce,F,1674.0
1996,Junior College 1,Commerce,M,703.0
1996,Junior College 1,Science,MF,6715.0
1996,Junior College 1,Science,F,2817.0
1996,Junior College 1,Science,M,3898.0
1996,Junior College 2,Arts,MF,1197.0
1996,Junior College 2,Arts,F,828.0
1996,Junior College 2,Arts,M,369.0
1996,Junior College 2,Commerce,MF,2232.0
1996,Junior College 2,Commerce,F,1659.0
1996,Junior College 2,Commerce,M,573.0
1996,Junior College 2,Science,MF,6173.0
1996,Junior College 2,Science,F,2607.0
1996,Junior College 2,Science,M,3566.0
1996,Pre-University 1,Arts,MF,60.0
1996,Pre-University 1,Arts,F,45.0
1996,Pre-University 1,Arts,M,15.0
1996,Pre-University 1,Commerce,MF,264.0
1996,Pre-University 1,Commerce,F,180.0
1996,Pre-University 1,Commerce,M,84.0
1996,Pre-University 1,Science,MF,52.0
1996,Pre-University 1,Science,F,22.0
1996,Pre-University 1,Science,M,30.0
1996,Pre-University 2,Arts,MF,58.0
1996,Pre-University 2,Arts,F,35.0
1996,Pre-University 2,Arts,M,23.0
1996,Pre-University 2,Commerce,MF,435.0
1996,Pre-University 2,Commerce,F,286.0
1996,Pre-University 2,Commerce,M,149.0
1996,Pre-University 2,Science,MF,42.0
1996,Pre-University 2,Science,F,25.0
1996,Pre-University 2,Science,M,17.0
1996,Pre-University 3,Arts,MF,99.0
1996,Pre-University 3,Arts,F,63.0
1996,Pre-University 3,Arts,M,36.0
1996,Pre-University 3,Commerce,MF,722.0
1996,Pre-University 3,Commerce,F,489.0
1996,Pre-University 3,Commerce,M,233.0
1996,Pre-University 3,Science,MF,57.0
1996,Pre-University 3,Science,F,23.0
1996,Pre-University 3,Science,M,34.0
1997,Junior College 1,Arts,MF,1564.0
1997,Junior College 1,Arts,F,1072.0
1997,Junior College 1,Arts,M,492.0
1997,Junior College 1,Commerce,MF,2465.0
1997,Junior College 1,Commerce,F,1771.0
1997,Junior College 1,Commerce,M,694.0
1997,Junior College 1,Science,MF,7099.0
1997,Junior College 1,Science,F,3221.0
1997,Junior College 1,Science,M,3878.0
1997,Junior College 2,Arts,MF,1288.0
1997,Junior College 2,Arts,F,921.0
1997,Junior College 2,Arts,M,367.0
1997,Junior College 2,Commerce,MF,2284.0
1997,Junior College 2,Commerce,F,1624.0
1997,Junior College 2,Commerce,M,660.0
1997,Junior College 2,Science,MF,6477.0
1997,Junior College 2,Science,F,2724.0
1997,Junior College 2,Science,M,3753.0
1997,Pre-University 1,Arts,MF,65.0
1997,Pre-University 1,Arts,F,50.0
1997,Pre-University 1,Arts,M,15.0
1997,Pre-University 1,Commerce,MF,199.0
1997,Pre-University 1,Commerce,F,123.0
1997,Pre-University 1,Commerce,M,76.0
1997,Pre-University 1,Science,MF,60.0
1997,Pre-University 1,Science,F,25.0
1997,Pre-University 1,Science,M,35.0
1997,Pre-University 2,Arts,MF,52.0
1997,Pre-University 2,Arts,F,42.0
1997,Pre-University 2,Arts,M,10.0
1997,Pre-University 2,Commerce,MF,211.0
1997,Pre-University 2,Commerce,F,150.0
1997,Pre-University 2,Commerce,M,61.0
1997,Pre-University 2,Science,MF,36.0
1997,Pre-University 2,Science,F,12.0
1997,Pre-University 2,Science,M,24.0
1997,Pre-University 3,Arts,MF,61.0
1997,Pre-University 3,Arts,F,35.0
1997,Pre-University 3,Arts,M,26.0
1997,Pre-University 3,Commerce,MF,409.0
1997,Pre-University 3,Commerce,F,269.0
1997,Pre-University 3,Commerce,M,140.0
1997,Pre-University 3,Science,MF,41.0
1997,Pre-University 3,Science,F,24.0
1997,Pre-University 3,Science,M,17.0
1998,Junior College 1,Arts,MF,1776.0
1998,Junior College 1,Arts,F,1300.0
1998,Junior College 1,Arts,M,476.0
1998,Junior College 1,Commerce,MF,2108.0
1998,Junior College 1,Commerce,F,1421.0
1998,Junior College 1,Commerce,M,687.0
1998,Junior College 1,Science,MF,7987.0
1998,Junior College 1,Science,F,3700.0
1998,Junior College 1,Science,M,4287.0
1998,Junior College 2,Arts,MF,1425.0
1998,Junior College 2,Arts,F,993.0
1998,Junior College 2,Arts,M,432.0
1998,Junior College 2,Commerce,MF,2391.0
1998,Junior College 2,Commerce,F,1733.0
1998,Junior College 2,Commerce,M,658.0
1998,Junior College 2,Science,MF,6843.0
1998,Junior College 2,Science,F,3087.0
1998,Junior College 2,Science,M,3756.0
1998,Pre-University 1,Arts,MF,92.0
1998,Pre-University 1,Arts,F,67.0
1998,Pre-University 1,Arts,M,25.0
1998,Pre-University 1,Commerce,MF,265.0
1998,Pre-University 1,Commerce,F,182.0
1998,Pre-University 1,Commerce,M,83.0
1998,Pre-University 1,Science,MF,77.0
1998,Pre-University 1,Science,F,35.0
1998,Pre-University 1,Science,M,42.0
1998,Pre-University 2,Arts,MF,46.0
1998,Pre-University 2,Arts,F,35.0
1998,Pre-University 2,Arts,M,11.0
1998,Pre-University 2,Commerce,MF,167.0
1998,Pre-University 2,Commerce,F,105.0
1998,Pre-University 2,Commerce,M,62.0
1998,Pre-University 2,Science,MF,55.0
1998,Pre-University 2,Science,F,21.0
1998,Pre-University 2,Science,M,34.0
1998,Pre-University 3,Arts,MF,50.0
1998,Pre-University 3,Arts,F,39.0
1998,Pre-University 3,Arts,M,11.0
1998,Pre-University 3,Commerce,MF,214.0
1998,Pre-University 3,Commerce,F,150.0
1998,Pre-University 3,Commerce,M,64.0
1998,Pre-University 3,Science,MF,34.0
1998,Pre-University 3,Science,F,11.0
1998,Pre-University 3,Science,M,23.0
1999,Junior College 1,Arts,MF,1988.0
1999,Junior College 1,Arts,F,1433.0
1999,Junior College 1,Arts,M,555.0
1999,Junior College 1,Commerce,MF,1838.0
1999,Junior College 1,Commerce,F,1267.0
1999,Junior College 1,Commerce,M,571.0
1999,Junior College 1,Science,MF,8547.0
1999,Junior College 1,Science,F,4064.0
1999,Junior College 1,Science,M,4483.0
1999,Junior College 2,Arts,MF,1645.0
1999,Junior College 2,Arts,F,1213.0
1999,Junior College 2,Arts,M,432.0
1999,Junior College 2,Commerce,MF,1973.0
1999,Junior College 2,Commerce,F,1335.0
1999,Junior College 2,Commerce,M,638.0
1999,Junior College 2,Science,MF,7750.0
1999,Junior College 2,Science,F,3600.0
1999,Junior College 2,Science,M,4150.0
1999,Pre-University 1,Arts,MF,170.0
1999,Pre-University 1,Arts,F,114.0
1999,Pre-University 1,Arts,M,56.0
1999,Pre-University 1,Commerce,MF,199.0
1999,Pre-University 1,Commerce,F,129.0
1999,Pre-University 1,Commerce,M,70.0
1999,Pre-University 1,Science,MF,110.0
1999,Pre-University 1,Science,F,48.0
1999,Pre-University 1,Science,M,62.0
1999,Pre-University 2,Arts,MF,84.0
1999,Pre-University 2,Arts,F,58.0
1999,Pre-University 2,Arts,M,26.0
1999,Pre-University 2,Commerce,MF,222.0
1999,Pre-University 2,Commerce,F,159.0
1999,Pre-University 2,Commerce,M,63.0
1999,Pre-University 2,Science,MF,60.0
1999,Pre-University 2,Science,F,28.0
1999,Pre-University 2,Science,M,32.0
1999,Pre-University 3,Arts,MF,41.0
1999,Pre-University 3,Arts,F,32.0
1999,Pre-University 3,Arts,M,9.0
1999,Pre-University 3,Commerce,MF,154.0
1999,Pre-University 3,Commerce,F,94.0
1999,Pre-University 3,Commerce,M,60.0
1999,Pre-University 3,Science,MF,53.0
1999,Pre-University 3,Science,F,20.0
1999,Pre-University 3,Science,M,33.0
2000,Junior College 1,Arts,MF,2442.0
2000,Junior College 1,Arts,F,1757.0
2000,Junior College 1,Arts,M,685.0
2000,Junior College 1,Commerce,MF,
2000,Junior College 1,Commerce,F,
2000,Junior College 1,Commerce,M,
2000,Junior College 1,Science,MF,9355.0
2000,Junior College 1,Science,F,4529.0
2000,Junior College 1,Science,M,4826.0
2000,Junior College 2,Arts,MF,1904.0
2000,Junior College 2,Arts,F,1392.0
2000,Junior College 2,Arts,M,512.0
2000,Junior College 2,Commerce,MF,1737.0
2000,Junior College 2,Commerce,F,1200.0
2000,Junior College 2,Commerce,M,537.0
2000,Junior College 2,Science,MF,8262.0
2000,Junior College 2,Science,F,3928.0
2000,Junior College 2,Science,M,4334.0
2000,Pre-University 1,Arts,MF,138.0
2000,Pre-University 1,Arts,F,87.0
2000,Pre-University 1,Arts,M,51.0
2000,Pre-University 1,Commerce,MF,165.0
2000,Pre-University 1,Commerce,F,120.0
2000,Pre-University 1,Commerce,M,45.0
2000,Pre-University 1,Science,MF,91.0
2000,Pre-University 1,Science,F,50.0
2000,Pre-University 1,Science,M,41.0
2000,Pre-University 2,Arts,MF,103.0
2000,Pre-University 2,Arts,F,69.0
2000,Pre-University 2,Arts,M,34.0
2000,Pre-University 2,Commerce,MF,221.0
2000,Pre-University 2,Commerce,F,144.0
2000,Pre-University 2,Commerce,M,77.0
2000,Pre-University 2,Science,MF,97.0
2000,Pre-University 2,Science,F,38.0
2000,Pre-University 2,Science,M,59.0
2000,Pre-University 3,Arts,MF,81.0
2000,Pre-University 3,Arts,F,55.0
2000,Pre-University 3,Arts,M,26.0
2000,Pre-University 3,Commerce,MF,161.0
2000,Pre-University 3,Commerce,F,118.0
2000,Pre-University 3,Commerce,M,43.0
2000,Pre-University 3,Science,MF,47.0
2000,Pre-University 3,Science,F,19.0
2000,Pre-University 3,Science,M,28.0
2001,Junior College 1,Arts,MF,2365.0
2001,Junior College 1,Arts,F,1673.0
2001,Junior College 1,Arts,M,692.0
2001,Junior College 1,Commerce,MF,
2001,Junior College 1,Commerce,F,
2001,Junior College 1,Commerce,M,
2001,Junior College 1,Science,MF,9783.0
2001,Junior College 1,Science,F,4830.0
2001,Junior College 1,Science,M,4953.0
2001,Junior College 2,Arts,MF,2283.0
2001,Junior College 2,Arts,F,1666.0
2001,Junior College 2,Arts,M,617.0
2001,Junior College 2,Commerce,MF,
2001,Junior College 2,Commerce,F,
2001,Junior College 2,Commerce,M,
2001,Junior College 2,Science,MF,8913.0
2001,Junior College 2,Science,F,4347.0
2001,Junior College 2,Science,M,4566.0
2001,Pre-University 1,Arts,MF,132.0
2001,Pre-University 1,Arts,F,87.0
2001,Pre-University 1,Arts,M,45.0
2001,Pre-University 1,Commerce,MF,110.0
2001,Pre-University 1,Commerce,F,76.0
2001,Pre-University 1,Commerce,M,34.0
2001,Pre-University 1,Science,MF,97.0
2001,Pre-University 1,Science,F,54.0
2001,Pre-University 1,Science,M,43.0
2001,Pre-University 2,Arts,MF,115.0
2001,Pre-University 2,Arts,F,74.0
2001,Pre-University 2,Arts,M,41.0
2001,Pre-University 2,Commerce,MF,132.0
2001,Pre-University 2,Commerce,F,101.0
2001,Pre-University 2,Commerce,M,31.0
2001,Pre-University 2,Science,MF,75.0
2001,Pre-University 2,Science,F,46.0
2001,Pre-University 2,Science,M,29.0
2001,Pre-University 3,Arts,MF,108.0
2001,Pre-University 3,Arts,F,72.0
2001,Pre-University 3,Arts,M,36.0
2001,Pre-University 3,Commerce,MF,182.0
2001,Pre-University 3,Commerce,F,115.0
2001,Pre-University 3,Commerce,M,67.0
2001,Pre-University 3,Science,MF,81.0
2001,Pre-University 3,Science,F,29.0
2001,Pre-University 3,Science,M,52.0
2002,Junior College 1,Arts,MF,2512.0
2002,Junior College 1,Arts,F,1740.0
2002,Junior College 1,Arts,M,772.0
2002,Junior College 1,Commerce,MF,
2002,Junior College 1,Commerce,F,
2002,Junior College 1,Commerce,M,
2002,Junior College 1,Science,MF,10531.0
2002,Junior College 1,Science,F,5264.0
2002,Junior College 1,Science,M,5267.0
2002,Junior College 2,Arts,MF,2215.0
2002,Junior College 2,Arts,F,1570.0
2002,Junior College 2,Arts,M,645.0
2002,Junior College 2,Commerce,MF,
2002,Junior College 2,Commerce,F,
2002,Junior College 2,Commerce,M,
2002,Junior College 2,Science,MF,9198.0
2002,Junior College 2,Science,F,4557.0
2002,Junior College 2,Science,M,4641.0
2002,Pre-University 1,Arts,MF,136.0
2002,Pre-University 1,Arts,F,96.0
2002,Pre-University 1,Arts,M,40.0
2002,Pre-University 1,Commerce,MF,126.0
2002,Pre-University 1,Commerce,F,87.0
2002,Pre-University 1,Commerce,M,39.0
2002,Pre-University 1,Science,MF,99.0
2002,Pre-University 1,Science,F,52.0
2002,Pre-University 1,Science,M,47.0
2002,Pre-University 2,Arts,MF,104.0
2002,Pre-University 2,Arts,F,73.0
2002,Pre-University 2,Arts,M,31.0
2002,Pre-University 2,Commerce,MF,92.0
2002,Pre-University 2,Commerce,F,64.0
2002,Pre-University 2,Commerce,M,28.0
2002,Pre-University 2,Science,MF,83.0
2002,Pre-University 2,Science,F,49.0
2002,Pre-University 2,Science,M,34.0
2002,Pre-University 3,Arts,MF,87.0
2002,Pre-University 3,Arts,F,55.0
2002,Pre-University 3,Arts,M,32.0
2002,Pre-University 3,Commerce,MF,124.0
2002,Pre-University 3,Commerce,F,92.0
2002,Pre-University 3,Commerce,M,32.0
2002,Pre-University 3,Science,MF,69.0
2002,Pre-University 3,Science,F,41.0
2002,Pre-University 3,Science,M,28.0
2003,Junior College 1,Arts,MF,2015.0
2003,Junior College 1,Arts,F,1337.0
2003,Junior College 1,Arts,M,678.0
2003,Junior College 1,Commerce,MF,
2003,Junior College 1,Commerce,F,
2003,Junior College 1,Commerce,M,
2003,Junior College 1,Science,MF,9524.0
2003,Junior College 1,Science,F,4784.0
2003,Junior College 1,Science,M,4740.0
2003,Junior College 2,Arts,MF,2314.0
2003,Junior College 2,Arts,F,1627.0
2003,Junior College 2,Arts,M,687.0
2003,Junior College 2,Commerce,MF,
2003,Junior College 2,Commerce,F,
2003,Junior College 2,Commerce,M,
2003,Junior College 2,Science,MF,9855.0
2003,Junior College 2,Science,F,4930.0
2003,Junior College 2,Science,M,4925.0
2003,Pre-University 1,Arts,MF,124.0
2003,Pre-University 1,Arts,F,71.0
2003,Pre-University 1,Arts,M,53.0
2003,Pre-University 1,Commerce,MF,90.0
2003,Pre-University 1,Commerce,F,59.0
2003,Pre-University 1,Commerce,M,31.0
2003,Pre-University 1,Science,MF,125.0
2003,Pre-University 1,Science,F,72.0
2003,Pre-University 1,Science,M,53.0
2003,Pre-University 2,Arts,MF,122.0
2003,Pre-University 2,Arts,F,83.0
2003,Pre-University 2,Arts,M,39.0
2003,Pre-University 2,Commerce,MF,92.0
2003,Pre-University 2,Commerce,F,58.0
2003,Pre-University 2,Commerce,M,34.0
2003,Pre-University 2,Science,MF,75.0
2003,Pre-University 2,Science,F,36.0
2003,Pre-University 2,Science,M,39.0
2003,Pre-University 3,Arts,MF,75.0
2003,Pre-University 3,Arts,F,51.0
2003,Pre-University 3,Arts,M,24.0
2003,Pre-University 3,Commerce,MF,78.0
2003,Pre-University 3,Commerce,F,55.0
2003,Pre-University 3,Commerce,M,23.0
2003,Pre-University 3,Science,MF,70.0
2003,Pre-University 3,Science,F,43.0
2003,Pre-University 3,Science,M,27.0
2004,Junior College 1,Arts,MF,2220.0
2004,Junior College 1,Arts,F,1504.0
2004,Junior College 1,Arts,M,716.0
2004,Junior College 1,Commerce,MF,
2004,Junior College 1,Commerce,F,
2004,Junior College 1,Commerce,M,
2004,Junior College 1,Science,MF,10771.0
2004,Junior College 1,Science,F,5389.0
2004,Junior College 1,Science,M,5382.0
2004,Junior College 2,Arts,MF,1885.0
2004,Junior College 2,Arts,F,1249.0
2004,Junior College 2,Arts,M,636.0
2004,Junior College 2,Commerce,MF,
2004,Junior College 2,Commerce,F,
2004,Junior College 2,Commerce,M,
2004,Junior College 2,Science,MF,8836.0
2004,Junior College 2,Science,F,4424.0
2004,Junior College 2,Science,M,4412.0
2004,Pre-University 1,Arts,MF,145.0
2004,Pre-University 1,Arts,F,101.0
2004,Pre-University 1,Arts,M,44.0
2004,Pre-University 1,Commerce,MF,123.0
2004,Pre-University 1,Commerce,F,84.0
2004,Pre-University 1,Commerce,M,39.0
2004,Pre-University 1,Science,MF,176.0
2004,Pre-University 1,Science,F,104.0
2004,Pre-University 1,Science,M,72.0
2004,Pre-University 2,Arts,MF,87.0
2004,Pre-University 2,Arts,F,48.0
2004,Pre-University 2,Arts,M,39.0
2004,Pre-University 2,Commerce,MF,89.0
2004,Pre-University 2,Commerce,F,55.0
2004,Pre-University 2,Commerce,M,34.0
2004,Pre-University 2,Science,MF,103.0
2004,Pre-University 2,Science,F,58.0
2004,Pre-University 2,Science,M,45.0
2004,Pre-University 3,Arts,MF,81.0
2004,Pre-University 3,Arts,F,51.0
2004,Pre-University 3,Arts,M,30.0
2004,Pre-University 3,Commerce,MF,99.0
2004,Pre-University 3,Commerce,F,67.0
2004,Pre-University 3,Commerce,M,32.0
2004,Pre-University 3,Science,MF,66.0
2004,Pre-University 3,Science,F,36.0
2004,Pre-University 3,Science,M,30.0
2005,Junior College 1,Arts,MF,2776.0
2005,Junior College 1,Arts,F,1966.0
2005,Junior College 1,Arts,M,810.0
2005,Junior College 1,Commerce,MF,
2005,Junior College 1,Commerce,F,
2005,Junior College 1,Commerce,M,
2005,Junior College 1,Science,MF,12840.0
2005,Junior College 1,Science,F,6384.0
2005,Junior College 1,Science,M,6456.0
2005,Junior College 2,Arts,MF,2058.0
2005,Junior College 2,Arts,F,1404.0
2005,Junior College 2,Arts,M,654.0
2005,Junior College 2,Commerce,MF,
2005,Junior College 2,Commerce,F,
2005,Junior College 2,Commerce,M,
2005,Junior College 2,Science,MF,10066.0
2005,Junior College 2,Science,F,5030.0
2005,Junior College 2,Science,M,5036.0
2005,Pre-University 1,Arts,MF,142.0
2005,Pre-University 1,Arts,F,102.0
2005,Pre-University 1,Arts,M,40.0
2005,Pre-University 1,Commerce,MF,199.0
2005,Pre-University 1,Commerce,F,141.0
2005,Pre-University 1,Commerce,M,58.0
2005,Pre-University 1,Science,MF,216.0
2005,Pre-University 1,Science,F,128.0
2005,Pre-University 1,Science,M,88.0
2005,Pre-University 2,Arts,MF,96.0
2005,Pre-University 2,Arts,F,66.0
2005,Pre-University 2,Arts,M,30.0
2005,Pre-University 2,Commerce,MF,131.0
2005,Pre-University 2,Commerce,F,94.0
2005,Pre-University 2,Commerce,M,37.0
2005,Pre-University 2,Science,MF,148.0
2005,Pre-University 2,Science,F,92.0
2005,Pre-University 2,Science,M,56.0
2005,Pre-University 3,Arts,MF,92.0
2005,Pre-University 3,Arts,F,53.0
2005,Pre-University 3,Arts,M,39.0
2005,Pre-University 3,Commerce,MF,60.0
2005,Pre-University 3,Commerce,F,41.0
2005,Pre-University 3,Commerce,M,19.0
2005,Pre-University 3,Science,MF,77.0
2005,Pre-University 3,Science,F,41.0
2005,Pre-University 3,Science,M,36.0
2006,Junior College 1,Arts,MF,2452.0
2006,Junior College 1,Arts,F,1653.0
2006,Junior College 1,Arts,M,799.0
2006,Junior College 1,Commerce,MF,
2006,Junior College 1,Commerce,F,
2006,Junior College 1,Commerce,M,
2006,Junior College 1,Science,MF,12181.0
2006,Junior College 1,Science,F,6107.0
2006,Junior College 1,Science,M,6074.0
2006,Junior College 2,Arts,MF,2559.0
2006,Junior College 2,Arts,F,1837.0
2006,Junior College 2,Arts,M,722.0
2006,Junior College 2,Commerce,MF,
2006,Junior College 2,Commerce,F,
2006,Junior College 2,Commerce,M,
2006,Junior College 2,Science,MF,12262.0
2006,Junior College 2,Science,F,6108.0
2006,Junior College 2,Science,M,6154.0
2006,Pre-University 1,Arts,MF,183.0
2006,Pre-University 1,Arts,F,132.0
2006,Pre-University 1,Arts,M,51.0
2006,Pre-University 1,Commerce,MF,141.0
2006,Pre-University 1,Commerce,F,92.0
2006,Pre-University 1,Commerce,M,49.0
2006,Pre-University 1,Science,MF,187.0
2006,Pre-University 1,Science,F,99.0
2006,Pre-University 1,Science,M,88.0
2006,Pre-University 2,Arts,MF,188.0
2006,Pre-University 2,Arts,F,129.0
2006,Pre-University 2,Arts,M,59.0
2006,Pre-University 2,Commerce,MF,73.0
2006,Pre-University 2,Commerce,F,57.0
2006,Pre-University 2,Commerce,M,16.0
2006,Pre-University 2,Science,MF,176.0
2006,Pre-University 2,Science,F,104.0
2006,Pre-University 2,Science,M,72.0
2006,Pre-University 3,Arts,MF,126.0
2006,Pre-University 3,Arts,F,87.0
2006,Pre-University 3,Arts,M,39.0
2006,Pre-University 3,Commerce,MF,68.0
2006,Pre-University 3,Commerce,F,50.0
2006,Pre-University 3,Commerce,M,18.0
2006,Pre-University 3,Science,MF,130.0
2006,Pre-University 3,Science,F,79.0
2006,Pre-University 3,Science,M,51.0
2007,Junior College 1,Arts,MF,2876.0
2007,Junior College 1,Arts,F,1940.0
2007,Junior College 1,Arts,M,936.0
2007,Junior College 1,Commerce,MF,
2007,Junior College 1,Commerce,F,
2007,Junior College 1,Commerce,M,
2007,Junior College 1,Science,MF,13559.0
2007,Junior College 1,Science,F,6923.0
2007,Junior College 1,Science,M,6636.0
2007,Junior College 2,Arts,MF,2195.0
2007,Junior College 2,Arts,F,1500.0
2007,Junior College 2,Arts,M,695.0
2007,Junior College 2,Commerce,MF,
2007,Junior College 2,Commerce,F,
2007,Junior College 2,Commerce,M,
2007,Junior College 2,Science,MF,11469.0
2007,Junior College 2,Science,F,5804.0
2007,Junior College 2,Science,M,5665.0
2007,Pre-University 1,Arts,MF,196.0
2007,Pre-University 1,Arts,F,132.0
2007,Pre-University 1,Arts,M,64.0
2007,Pre-University 1,Commerce,MF,278.0
2007,Pre-University 1,Commerce,F,175.0
2007,Pre-University 1,Commerce,M,103.0
2007,Pre-University 1,Science,MF,247.0
2007,Pre-University 1,Science,F,143.0
2007,Pre-University 1,Science,M,104.0
2007,Pre-University 2,Arts,MF,87.0
2007,Pre-University 2,Arts,F,71.0
2007,Pre-University 2,Arts,M,16.0
2007,Pre-University 2,Commerce,MF,189.0
2007,Pre-University 2,Commerce,F,122.0
2007,Pre-University 2,Commerce,M,67.0
2007,Pre-University 2,Science,MF,140.0
2007,Pre-University 2,Science,F,71.0
2007,Pre-University 2,Science,M,69.0
2007,Pre-University 3,Arts,MF,89.0
2007,Pre-University 3,Arts,F,66.0
2007,Pre-University 3,Arts,M,23.0
2007,Pre-University 3,Commerce,MF,157.0
2007,Pre-University 3,Commerce,F,111.0
2007,Pre-University 3,Commerce,M,46.0
2007,Pre-University 3,Science,MF,145.0
2007,Pre-University 3,Science,F,88.0
2007,Pre-University 3,Science,M,57.0
2008,Junior College 1,Arts,MF,2840.0
2008,Junior College 1,Arts,F,1893.0
2008,Junior College 1,Arts,M,947.0
2008,Junior College 1,Commerce,MF,
2008,Junior College 1,Commerce,F,
2008,Junior College 1,Commerce,M,
2008,Junior College 1,Science,MF,13308.0
2008,Junior College 1,Science,F,6819.0
2008,Junior College 1,Science,M,6489.0
2008,Junior College 2,Arts,MF,2560.0
2008,Junior College 2,Arts,F,1750.0
2008,Junior College 2,Arts,M,810.0
2008,Junior College 2,Commerce,MF,
2008,Junior College 2,Commerce,F,
2008,Junior College 2,Commerce,M,
2008,Junior College 2,Science,MF,12304.0
2008,Junior College 2,Science,F,6273.0
2008,Junior College 2,Science,M,6031.0
2008,Pre-University 1,Arts,MF,193.0
2008,Pre-University 1,Arts,F,142.0
2008,Pre-University 1,Arts,M,51.0
2008,Pre-University 1,Commerce,MF,290.0
2008,Pre-University 1,Commerce,F,182.0
2008,Pre-University 1,Commerce,M,108.0
2008,Pre-University 1,Science,MF,205.0
2008,Pre-University 1,Science,F,127.0
2008,Pre-University 1,Science,M,78.0
2008,Pre-University 2,Arts,MF,163.0
2008,Pre-University 2,Arts,F,119.0
2008,Pre-University 2,Arts,M,44.0
2008,Pre-University 2,Commerce,MF,199.0
2008,Pre-University 2,Commerce,F,127.0
2008,Pre-University 2,Commerce,M,72.0
2008,Pre-University 2,Science,MF,197.0
2008,Pre-University 2,Science,F,110.0
2008,Pre-University 2,Science,M,87.0
2008,Pre-University 3,Arts,MF,86.0
2008,Pre-University 3,Arts,F,68.0
2008,Pre-University 3,Arts,M,18.0
2008,Pre-University 3,Commerce,MF,125.0
2008,Pre-University 3,Commerce,F,79.0
2008,Pre-University 3,Commerce,M,46.0
2008,Pre-University 3,Science,MF,109.0
2008,Pre-University 3,Science,F,60.0
2008,Pre-University 3,Science,M,49.0
2009,Junior College 1,Arts,MF,2682.0
2009,Junior College 1,Arts,F,1816.0
2009,Junior College 1,Arts,M,866.0
2009,Junior College 1,Commerce,MF,
2009,Junior College 1,Commerce,F,
2009,Junior College 1,Commerce,M,
2009,Junior College 1,Science,MF,13439.0
2009,Junior College 1,Science,F,6994.0
2009,Junior College 1,Science,M,6445.0
2009,Junior College 2,Arts,MF,2428.0
2009,Junior College 2,Arts,F,1631.0
2009,Junior College 2,Arts,M,797.0
2009,Junior College 2,Commerce,MF,
2009,Junior College 2,Commerce,F,
2009,Junior College 2,Commerce,M,
2009,Junior College 2,Science,MF,12119.0
2009,Junior College 2,Science,F,6206.0
